did,dataset_name,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.mean.relative,best_node.sd,best_node.sd.relative,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,ch,class_conc.mean,class_conc.sd,class_ent,cls_coef,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.mean.relative,elite_nn.sd,elite_nn.sd.relative,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,impconceptvar.mean,impconceptvar.sd,inst_to_attr,int,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.mean.relative,linear_discr.sd,linear_discr.sd.relative,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.mean.relative,naive_bayes.sd,naive_bayes.sd.relative,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,one_itemset.mean,one_itemset.sd,one_nn.mean,one_nn.mean.relative,one_nn.sd,one_nn.sd.relative,p_trace,pb,random_node.mean,random_node.mean.relative,random_node.sd,random_node.sd.relative,range.mean,range.sd,roy_root,sc,sd.mean,sd.sd,sd_ratio,sil,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,vdb,vdu,w_lambda,wg_dist.mean,wg_dist.sd,worst_node.mean,worst_node.mean.relative,worst_node.sd,worst_node.sd.relative,f1_score_mean
3,kr-vs-kp,0.026212739278942507,0.12450482499139763,0.579640591763368,0.3302105514542165,0.022841051314142678,0.4896346003134796,1.0,0.12722622572516934,7.0,0.9985755386554581,0.003940366873872669,nan,nan,nan,97.87420600325218,0.023083830975184745,0.044336013263531274,0.9985755386554581,0.5219312479377908,138.70724147371715,27.83169575801827,0.47569375960400234,0.03882902371369443,0.09487843083787571,0.1456069617502734,0.012334589242886976,0.02474060297422917,0.8831019212199913,0.12956773119256157,0.2527922853840607,0.5222159090909091,2.0,0.0010062855633715772,1.0,53.79228480474702,0.977225858888971,0.044111905215105426,0.12327479830956135,nan,0.0,nan,0.8172715894868585,nan,0.5669586983729662,nan,0.5,0.03141713483369518,0.0,0.0,1.0687298192995232,0.0,0.0,0.7726460931460704,0.24060136043091776,64.806300844806,14.067132938921464,43.78082191780822,4.392348770971126,0.35135135135135137,0.4806511688262489,1.5596525846932625,0.32415209734078215,108.09378698054182,520.3405711993162,0.02718026659593542,nan,0.026908635794743452,nan,0.019399249061326618,nan,55,9.10909090909091,3.1953248676935826,0.01818181818181818,0.04430364474834585,18149.003574203572,45089.11478336649,0.5,0.14142135623730948,nan,0.8901293103448277,7.0,0.0748420489267111,3.0,0.9975353461225781,0.0,0.0,1.0,0.0,0.4879959746981023,0.34925213142785766,0.4864864864864865,0.5032291137352586,0.0,0.0,0.01856354572556354,0.03860195959444218,0.2834793491864831,0.3582597691229067,0.11545234800479502,0.15456821026282855,0.3615491378367171,0.4596370463078849,0.4984461548842034,0.6127370689655172,5.0,0.09912022833548052,5.0,54,0.7297297297297297,0.016896120150187734,3.375,2.217355782608345,1.3170731707317074,0.6098780365878043,73,73,73,2,0.026286560533135876,nan,3196,0.0,0,48,0.6921598191951595,30.22467013212648,0.0,0.5,0.3476861973572683,0.7625421238244513,6.0,0.07715619164619628,4.0,nan,-0.10119565060700109,0.5750764106583073,4.0,0.11038086095165518,6.0,1.0,0.0,nan,0,0.32998994884800303,0.14476731443691143,nan,0.03224183092309727,0.08762230185018485,10.562189783134862,0.49984350547730827,0.0,0.32947434292866085,0.023153942428035045,0.007509386733416771,0.32432432432432434,0.4862680720344954,0.43007798208849696,8.20183486238532,3.357633140444381,0.05481895131531808,0.09267133172127036,0.05396784002130682,0.0952578838935921,0.5,0.2486530396522362,0.12956773119256057,0.08583113841043448,0.013513513513513516,0.04654633124577769,5.657983354789459,8.181646443783214e-08,nan,4.0467245449419025,0.28379608270165,0.5375460423197492,3.0,0.06053736074451969,2.0,0.932096689725662
13,breast-cancer,0.01057334813384365,0.0398080883675,0.5582455775687922,0.3274274938879707,0.14335664335664336,0.6964285714285714,5.0,0.08682290271581392,5.0,0.8778446951746506,0.28253474992651073,nan,nan,nan,6.212663361474902,0.016527318559902297,0.026634949258162084,0.8778446951746506,0.5648172006069455,25.958697552447553,3.935351860074329,0.40167289145831,0.2008358230049296,0.07734989181287058,0.11271292713829588,0.009594655807749515,0.021493283732253232,0.8748374432584959,0.12139322665638451,0.17550447910044092,0.6602216748768474,3.0,0.13601230394906058,7.0,74.70820528005221,0.9838302807451133,0.02641010781027124,0.41891572378165454,nan,0.0,nan,0.986013986013986,nan,0.9790209790209791,nan,0.5,0.28679855460713116,0.0,0.0,0.7216067038001697,0.0,0.0,0.5915320733315604,0.3024905076155916,10.202141608391608,4.963024332904233,6.975609756097561,3.2340900015757295,0.2619047619047619,0.44500061986933037,1.4243399610891345,0.32272217302509115,31.770884558113703,73.15674272269128,0.14759375799786223,nan,0.2272727272727273,nan,0.22027972027972031,nan,91,10.406593406593407,4.419597824785072,0.010989010989010992,0.01694248622532691,263636.8326299088,790932.2175348634,0.5,0.08547444607749477,nan,0.6956896551724138,4.0,0.062463370377627746,4.0,0.9909897794513179,0.0,0.0,1.0,0.0,0.23726273726273725,0.24791889655765031,0.14285714285714285,0.3541688016605732,0.0,0.0,0.01175031165430825,0.018412568842274563,0.4965034965034965,nan,nan,0.34265734265734266,0.47542992702111175,0.3181818181818182,0.46658691503544836,0.4153940886699507,1.0,0.04955797914606051,3.0,90,2.142857142857143,0.3146853146853147,4.5,2.7434131641941364,2.6470588235294117,1.323044078176753,41,41,41,2,0.016260162601626015,nan,286,0.0,0,31,0.6084755754298137,46.509001802868056,0.0,0.5,0.3573840392345121,0.6562807881773398,2.0,0.08992387496463847,6.0,nan,-0.13637048052830492,0.7029556650246306,6.5,0.014324353686413374,1.5,1.0,0.0,nan,0,0.3169067028001668,0.14654238309934783,nan,0.03487339352011205,2.8307675082218133,5.125625914538802,0.4982456140350877,0.0,0.46503496503496505,0.14685314685314685,0.07342657342657342,0.5,0.17787929125138427,0.30113990282366365,9.469613259668508,4.562578993488573,0.04653285822208384,0.07204806253424492,0.04751165620573274,0.0829618082520852,0.5,0.2558785747665832,0.12139322665638463,0.08692279862799311,0.023809523809523808,0.022833177479156797,6.224478190323252,0.0,nan,2.9659666290772124,0.21675176609532756,0.7029556650246306,6.5,0.014324353686413374,1.5,0.6825164899741273
24,mushroom,0.05793167719099631,0.2080665462588133,0.4432225954401138,0.34807021218164297,0.014278680452978828,0.8868209938257017,4.0,0.15847299044366986,7.0,0.9990678968724604,0.002580448346242159,nan,nan,nan,1031.2710637933742,0.06735494166403298,0.10958255910340656,0.9990678968724604,0.31440936336596614,287.4993114537174,43.80141146530112,0.43791165325990244,0.0390094976796133,0.1030088134264359,0.1275451564408154,0.010763902777441702,0.0196342106779829,0.8521524034731149,0.09684164260710358,0.25671585707271044,0.5179715097643587,2.5,0.0004883214261020365,1.5,18.97345817801977,0.9366659552252611,0.10185363631181442,0.0007252426584042837,nan,0.0,nan,0.7341211225997046,nan,0.0,nan,0.5,0.025415457915616908,0.0,0.0,2.2513462813036687,0.0,0.0,0.7426423560489207,0.29871206908161896,100.14479089734121,19.382510193790647,70.03448275862068,4.984043961632595,0.23275862068965517,0.4244230584378436,1.3896344141480859,0.31334493618991055,102.48276445714768,301.1041994785628,0.0,nan,0.0,nan,0.003569670113244716,nan,15,4.6,1.5491933384829666,0.06666666666666667,0.1483149355118184,107.37142857142857,81.44584134801664,0.5,0.04714045207910316,nan,0.9937193633020074,7.0,0.018150396211356265,3.0,0.8762290570747214,0.0,0.0,1.0,0.0,0.18654391415813512,0.23535735953973247,0.10344827586206896,0.3058647141929024,0.0,0.0,0.05265607816448839,0.08538126111562293,0.0027080256031511572,0.12691367263719544,0.03304916110013405,0.0,0.0,0.1687592319054653,0.37456217505095246,0.9116252825089827,5.0,0.08947067418841989,5.0,14,0.1206896551724138,0.0017232890201870998,2.0,0.816496580927726,1.1666666666666667,0.3892494720807615,116,115,116,2,0.02113943028485757,nan,8124,23.0,0,89,0.6925010959051001,7.417311180212925,0.0,0.5021645021645021,0.3922593770921522,0.9685113821581567,6.0,0.09871335868982964,6.0,nan,-0.39882723855883206,0.5179715097643587,2.5,0.0004883214261020365,1.5,1.0,0.0,nan,0,0.26916858452910175,0.15685025321390125,nan,0.12160868211006111,5.825949768864898,8.434556884228458,0.5042493218489856,0.04642954965377228,0.006523879862136878,0.014278680452978828,0.004923682914820286,0.3448275862068966,0.13293117592147324,0.262266788698394,3.793103448275862,1.820112051982899,0.13838267973760646,0.11223711944927538,0.221875,0.13748351159255945,0.5,0.3091265308815988,0.09684164260710254,0.08804278024351933,0.008620689655172415,0.06012812978853629,2.7850103134643147,1.94347642950981e-08,nan,4.453884308695412,0.21962316332409115,0.49556165512394035,1.0,0.02427689302416943,4.0,0.9214527990039928
31,credit-g,0.012261957443753066,0.02389377163287379,0.7360176217059212,0.6436725372116563,0.061,0.7,3.5,0.0,1.5,0.8812908992306927,0.27586206896551724,nan,nan,0.0,24.48250675535814,0.02488009016455182,0.089675643629111,0.8812908992306927,0.5975721394413968,54.3925625,7.938076444805825,0.41196158022788304,0.18617524059106122,0.06251764743658036,0.0874741255802466,15.541505875821171,498.7377732631145,0.8747307307307307,130625.05005164183,1020184.650456646,0.613,2.0,0.04831608887776872,6.0,123.3591323151532,0.9902653215841899,0.01696704591115173,0.34946491206104385,nan,0.6619207603807451,nan,0.986,nan,0.976,nan,0.5,0.282842712474619,40.53368624193208,308.8848205597493,952.6892119846704,30.55322502359611,231.58520430984365,0.7165963521767614,0.22387523518898741,22.1431875,10.318405105131369,16.39344262295082,3058.0317422803805,43.53688524590164,333.6644392077215,1.6101644134620312,0.6399644923566534,9.524691823134571,20.40125332792724,0.1376978499417426,nan,0.21199999999999997,nan,0.15800000000000003,nan,187,9.802139037433156,2.9161020753564153,0.0053475935828877,0.010617597083800886,62908.35315795316,100542.85609222818,0.5,0.01890659842744783,nan,0.7540000000000001,7.0,0.054201270997807596,7.0,0.994103,27.039221311475412,208.2955215819335,305.55737704918033,2358.5285209539043,54.90306557377049,418.70794584311653,39.13934426229508,296.8747509633699,4.540983606557377,32.04765918154389,0.00714410747458246,0.012760109988467067,0.454,0.44391511247134985,0.11360241671385442,0.286,0.45211548127487106,0.224,0.41713067256915787,0.714,6.0,0.03596294389136314,4.0,186,3.0491803278688523,0.186,12.4,7.433514838697966,3.576923076923077,4.569061146304862,61,55,0,2,0.008743169398907104,nan,1000,0.0,61,42,0.6108643020548935,102.02443297844395,nan,0.4206896551724138,0.3455594400799268,0.61,1.0,0.042687494916218996,5.0,nan,-0.0844834011408693,0.7,3.5,0.0,1.5,301.0163934426229,2326.567052488877,nan,0,47.00667964763606,361.32489418179046,nan,0.11563107400365452,2.122122271884854,2.6425218579699883,0.4634020369740464,0.11624785243017326,0.712,0.061,0.001,0.01639344262295082,42.045628415300556,319.3551583905657,8.831099195710456,3.1928849198023883,0.07317643178009865,0.0839736224866015,0.03216683290858957,0.04714182387131854,0.49065420560747663,0.2501214733096789,130625.05005164183,1020177.2108234252,0.01639344262295082,0.026580539352972492,4.661397997443633,1.091311215713559e-09,nan,3.680219606852697,0.20242963366552164,0.702,5.0,0.006324555320336764,3.0,0.7444895220911353
37,diabetes,0.028840438796475666,0.03211053699372291,2.958105757854844,0.34168940624694744,0.010416666666666666,0.7175495557074505,5.0,0.04223791061255697,5.0,0.9331343166407832,0.16724669384508295,nan,nan,0.0,24.299108056220984,0.01248981695807782,0.008523298017724572,0.9331343166407832,0.4762263891766024,374.9505208333333,17.268788108988737,0.4443778467765442,0.1529369293174352,0.17165678897092657,0.13243386555206996,109.35023488509573,266.0928737828405,0.8690311277705345,1893.0594716960888,4682.592251943353,0.6510252904989746,1.0,0.06422208134997409,7.0,12.954877983803843,0.9416866191212752,0.07013607469522976,0.3435590782814177,nan,0.2515956493264203,nan,0.9934895833333334,nan,0.9778645833333334,nan,0.5,0.21360517348343622,3.9807001879224595,11.105207416322994,45.24310842710197,3.786169797298347,10.58269832128959,0.7417449325142741,0.2638704384349161,169.6875,54.74741395784561,96.0,145.32696280198326,31.2728125,41.090233272933695,3.8192105024836493,0.3357632924270967,2.7345612250230227,2.913385829403486,0.14743882096335115,nan,0.2265625,nan,0.1875,nan,129,8.496124031007753,2.0921132819463018,0.007751937984496124,0.01748281790776659,11274.797202797203,16125.788629477887,0.5,0.005481447916174797,nan,0.7734962406015038,7.0,0.036540402856012844,3.0,0.9893815782335069,15.6168744375,15.086466992445496,179.19,276.32481342486363,44.98579117838541,41.635276665409364,38.3590625,38.609856900646406,2.63475,7.420731803535283,0.07202957201197768,0.05160877219809383,0.4361979166666667,0.45419160617774873,0.09824326924297387,0.3020833333333333,0.4594604094843525,0.3307291666666667,0.4707822994652486,0.7564935064935066,6.0,0.034824118651366746,2.0,128,16.0,0.16666666666666666,9.846153846153847,7.5921687047263156,16.0,7.708992893275452,8,0,0,2,0.03571428571428571,nan,768,0.0,8,8,0.6467994206632901,40.06793467220582,nan,0.11940298507462686,0.056051036078454505,0.6796650717703349,4.0,0.05890507604429617,6.0,nan,-0.09046136041091299,0.6784347231715653,3.0,0.03833077373729819,4.0,176.55525,277.4951336879622,nan,0,25.733742975451573,37.5055644506936,1.032593994935474,0.10426011347558606,0.5271805558363709,1.321603237158665,0.015922964296627953,0.018549250712783114,0.69140625,0.010416666666666666,0.0026041666666666665,0.25,40.20920779220779,38.843545867894534,7.533073929961089,2.455835581766267,0.08586037173511538,0.09322731266840177,0.04397180838178295,0.05781569262908565,0.21071428571428572,0.06311678933261766,1893.0594716960932,4613.544969593338,0.125,0.10287581213396156,4.427473994795723,3.677823734431679e-08,nan,0.5780190679561805,0.11967698510738203,0.6549555707450445,2.0,0.03296958075579439,1.0,0.7651578006551634
40,sonar,0.03256710386867414,0.018227870423810084,2.321727773988792,0.00023852709022345053,0.28846153846153844,0.7111904761904762,7.0,0.15815789699843635,4.0,0.9967295890208366,0.009019788311090626,nan,nan,0.0,6.004452460055308,0.01715976383621303,0.013992478857284081,0.9967295890208366,0.440033935164717,34.96604567307692,6.858366888709751,0.49321370109716334,0.03166548428621704,0.22939566425480037,0.1733386295524635,0.005587204758068456,0.009220263354074137,0.8688684503901896,0.02913314182418632,0.08741516181803662,0.6245238095238095,5.0,0.13612001914484492,2.0,19.48223831357863,0.9585574404564514,0.043658510699115825,0.13289941946994924,nan,1.0453391893464135e-06,nan,0.9471153846153846,nan,0.0,nan,0.5,0.047593725656786844,0.2240835728364815,0.21501248046104454,0.44494157189484707,0.17313292903625482,0.17203301401381427,0.7391957463146139,0.30459828621499196,16.93419471153846,3.6462135367727497,3.466666666666667,1.8323418460242702,0.20288250000000002,0.15483609043250782,3.2672964248782974,0.042619056513129444,2.1438860417640337,4.1554780251266585,0.04799204718635419,nan,0.06730769230769229,nan,0.12019230769230771,nan,23,5.043478260869565,1.2960871487802053,0.043478260869565216,0.08707678163064489,188.60952380952375,123.46578296425572,0.5,0.15371886547533642,nan,0.6626190476190477,6.0,0.14900378854159393,3.0,0.9653984837278107,0.14163030699999998,0.1062061302009558,0.6558233333333333,0.3769098855419012,0.2813212900641026,0.2276812421875608,0.26661250000000003,0.23687379955869514,0.01894333333333333,0.021299752259772497,0.05116093813133069,0.04265764166136248,0.28846153846153844,0.4132694797514191,0.07786301964547075,0.14903846153846154,0.35698555223412315,0.22115384615384615,0.41602514716892186,0.6071428571428571,4.0,0.22911366459160637,7.0,22,0.36666666666666664,0.10576923076923077,3.142857142857143,1.5735915849388864,1.2941176470588236,0.46966821831386213,60,0,0,2,0.07514124293785311,nan,208,0.0,60,39,0.6908803044104659,44.38086788066496,nan,0.2,0.0033364322998052334,0.6057142857142858,3.0,0.15982243233208288,5.0,nan,-0.05799538316323792,0.5352380952380953,1.0,0.18653934217177498,6.0,0.63688,0.3625446963911566,nan,0,0.14223782700500703,0.09514418528193266,1.291038587605883,0.030142456901451366,0.9533140778336299,0.9395120998777189,0.0006894288579850998,0.0011220386865203916,0.7403846153846154,0.28846153846153844,0.08173076923076923,0.2833333333333333,0.27199238095238093,0.23565218990776363,4.177777777777778,1.6961036751235687,0.16384164236942148,0.11464006290465181,0.1766304347826087,0.1033158081762929,0.32,0.032966059751311616,0.029133141824186328,0.025893735175685714,0.016666666666666666,0.04481350214026179,5.685775044966328,1.3349294736099642e-05,nan,2.1256093129609366,0.30365260106365166,0.5619047619047619,2.0,0.09694891938810633,1.0,0.6253879776629012
43,haberman,0.008019088304694093,0.00621229676513389,0.684687455280063,0.712766155052104,0.0457516339869281,0.7094623655913979,4.0,0.04470613212709805,4.0,0.833764907210665,0.3626062322946175,nan,nan,0.0,8.858207359881906,0.007194055108830729,0.011134274853530132,0.833764907210665,0.5341117516048736,82.79084967320262,1.3803235295321965,0.38899195767437444,0.2091947408900633,0.07839887361341667,0.031178217322822072,0.09163902635455196,0.5158114250717882,0.8912889746062359,12.0942446924125,33.161572113670765,0.39978494623655914,1.0,0.24722859749548814,7.0,79.23040505436224,0.9899641698129203,0.02151521988352521,0.5616159239363526,nan,0.7177068214804064,nan,0.9705882352941176,nan,0.9673202614379085,nan,0.5,0.3327561323230812,3.666127398924114,13.717392663038748,4.954837350380361,3.5838160158149686,13.409411668412833,0.47951077097031936,0.333455088752793,32.294117647058826,17.275601520856668,21.857142857142858,16.40167504609279,1.4821428571428572,4.521810696836166,1.5079290677197548,0.6962715978757327,8.02614009086743,5.975520301501934,0.16210597253220405,nan,0.25816993464052285,nan,0.24836601307189543,nan,97,10.329896907216495,4.227197775232173,0.010309278350515464,0.020052933326930086,387124.5411954402,1520606.9435518142,0.5,0.1385054519849938,nan,0.741720430107527,7.0,0.0395884585814013,3.0,0.9849310094408134,0.9531,3.1642119551198014,10.5,24.902116067020984,4.105975723622782,13.956150014382555,3.7857142857142856,13.879584184796645,2.142857142857143,8.017837257372731,0.010523294770973277,0.02219168838984742,0.5032679738562091,0.3868350299657514,0.2730297621073114,0.3627450980392157,0.48157968925925393,0.2647058823529412,0.44189911885403554,0.6205376344086021,2.0,0.09967180635286021,5.0,96,6.857142857142857,0.3137254901960784,4.571428571428571,2.9760952365713798,6.857142857142857,11.608068433087942,14,12,0,2,0.0,nan,306,0.0,14,13,0.5779217946828968,64.06398140330128,nan,0.4,0.38427880797679426,0.6745161290322581,3.0,0.13637891568442678,6.0,nan,-0.06505820759729981,0.735268817204301,5.5,0.009956160892023893,1.5,8.357142857142858,18.70255903040314,nan,0,1.5194723008427875,3.246255602422537,1.0447645090673214,0.06556780120645483,2.9153015364015813,1.0737453610153203,0.43047209969581246,0.17258544789145064,0.41830065359477125,0.0457516339869281,0.006535947712418301,0.14285714285714285,3.835791925465838,13.921661370395455,9.38860103626943,4.382645059802043,0.047751187667705024,0.08186469823764601,0.04561940419305231,0.08011408467004848,0.489247311827957,0.30222984767100325,12.094244692412483,33.104204712602545,0.07142857142857142,0.12279639168164126,4.494967180680432,0.0,nan,1.257171008548887,0.05478304621988808,0.735268817204301,5.5,0.009956160892023893,1.5,0.7053141923733054
44,spambase,0.02217661745495319,0.03575603633048854,1.1300979537647549,0.9933147378164653,0.01238861117148446,0.7720140526266152,4.0,0.055839021861601126,6.0,0.9673602371807668,0.08595230360311157,nan,nan,0.0,296.2622845662544,0.04775422066942499,0.04069657302270907,0.9673602371807668,0.483476809355323,2207.11492066942,209.83560839675965,0.47641833264814537,0.10209593240567065,0.060853842705061195,0.10267951019901934,40.02508021853806,1410.6090282787297,0.8272585354790547,7134.779356552077,50011.95083201697,0.388177874186551,1.0,0.02879025203333165,4.0,12.449912573695514,0.9666240089319393,0.031871824517273474,0.1580677609315527,nan,2.533148078312225e-33,nan,0.9087154966311671,nan,0.6153010215170616,nan,0.5,0.14984331920384353,1.9559089135609302,12.458804746744406,321.02410795999555,0.6529518164638969,3.9120529750334487,0.7325635721977737,0.26382645707350194,1057.2555422734188,247.74081092671096,80.71929824561404,486.37881314474095,4.85180701754386,30.880655182167846,2.0197580278757323,0.9496613437367313,240.8006984306971,296.788555243399,0.06905171097657103,nan,0.06607259291458378,nan,0.03260160834601178,nan,298,15.48993288590604,6.986873165334917,0.003355704697986577,0.014366730159567484,1973791492.205044,13453580545.4745,0.5,0.023728415476058647,nan,0.8832877487503537,7.0,0.01874694832058995,3.0,0.9939964668482292,2.3560074631578947,15.229057799878484,483.9420701754385,2458.9307444585675,6.150770191072116,37.99691943622714,1.9994912280701755,12.697774612566127,0.05263157894736842,0.2252817784447915,0.07770016306978973,0.06953792203435827,0.16148663334057814,0.27142954729117696,0.20180891066183712,0.08802434253423169,0.2833610929053768,0.3644859813084112,0.48133803753653265,0.8217730830896915,6.0,0.08133116403283386,7.0,297,5.2105263157894735,0.06455118452510324,8.735294117647058,5.863646727180661,6.061224489795919,5.850242741635121,57,0,0,2,0.019423558897243107,nan,4601,0.0,57,57,0.6705230209876485,13.544344684961718,nan,0.1986062717770035,0.3057844727656078,0.7885324908044893,5.0,0.040054345064053386,5.0,nan,-0.0848761298245843,0.6059553899839669,2.0,0.0009413499567878371,1.0,483.8894385964912,2458.745703144499,nan,0,15.193997694546765,83.82843257689868,2.8212984024921166,0.1974828583951869,11.179346104377071,6.954062957514436,0.00608379711806254,0.004603863990873242,0.3066724625081504,0.01238861117148446,0.0004346881112801565,0.03508771929824561,2.5357078798045456,16.10753587969775,14.51764705882353,7.096563960366523,0.0270661352880171,0.062226382871226976,0.016842505678568886,0.048483129648296576,0.3211009174311927,0.32519917381231267,7134.779356552071,48864.66371722257,0.017543859649122806,0.04911558019087738,2.041267986171338,0.0,nan,0.526909914235347,0.19323374672450813,0.6085640856361408,3.0,0.007721389693616953,2.0,0.9126542596257698
50,tic-tac-toe,0.02567044496584068,0.07334833578168624,0.895252780681417,0.0964544917145223,0.028183716075156576,0.6994627192982457,5.0,0.08369848645834484,5.0,0.9309539862507962,0.17214897430790677,nan,nan,nan,14.65388379934607,0.01427905327621277,0.025931109059134268,0.9309539862507962,0.5889445244854807,71.33905271398747,3.2535872042045493,0.42849087882658277,0.14587802348825651,0.09288885745571161,0.14026563267160835,0.020413757137775095,0.030597510416038518,0.8941717222618526,0.21387314063327326,0.19703360667678418,0.6534429824561404,3.0,0.004274034729253482,2.0,90.28036850075817,0.9861647545884534,0.025554528805783946,0.015996777557557535,nan,1.0,nan,1.0,nan,1.0,nan,0.5,0.21700354245182146,0.0,0.0,0.631515228218039,0.0,0.0,0.6342889125063257,0.28704828468022264,31.084159707724424,10.206919000483662,35.48148148148148,3.4557571828480613,0.7857142857142857,0.4178554470186725,1.8158949571588292,0.091932370109069,-1.2057886907847717,0.8267718885468022,0.016421159846504052,nan,0.01670146137787054,nan,0.28914405010438415,nan,73,7.602739726027397,2.119615570670234,0.0136986301369863,0.030657351905629456,3944.4871572871575,5455.500806469463,0.5,0.009686394262829457,nan,0.9663157894736842,7.0,0.106518826447777,7.0,0.9959139822438012,0.0,0.0,1.0,0.0,0.34950044736057256,0.11919480197997764,0.03571428571428571,0.18898223650461365,0.0,0.0,0.010311809773383656,0.018731384778341128,0.5229645093945721,0.4837160763212932,0.036941177020888095,0.325678496868476,0.4688725767028236,0.2150313152400835,0.4110586646314517,0.6180701754385964,1.0,0.09412122136682592,6.0,72,2.5714285714285716,0.07515657620041753,6.0,4.410730716621165,3.0,1.841549442134554,27,27,27,2,0.026455026455026454,nan,958,0.0,0,6,0.6452881308007814,85.81820168872783,0.0,0.5,0.1879381558938911,0.7441995614035087,6.0,0.07740759450084846,4.0,nan,-0.05247727170478404,0.6534429824561404,3.0,0.004274034729253482,2.0,1.0,0.0,nan,0,0.46114176052780925,0.03559009707060099,nan,0.015251571499476176,0.6743521015516578,0.594419923553894,0.49947753396029276,1.1313720302054534e-16,1.0,0.029227557411273485,0.016701461377870562,0.5714285714285714,0.2516121031746032,0.19543337798749721,6.662068965517242,2.447279355776681,0.08785048559876434,0.08410257066325035,0.0677105629280822,0.0796136407743772,0.5,0.0911623781040991,0.21387314063327165,0.03177381624068152,0.03571428571428572,0.03661275927722991,7.664954561436417,2.207703663252644e-06,nan,3.0205421281880147,0.04753091512506156,0.6534429824561404,3.0,0.004274034729253482,2.0,0.9711901186287077
52,trains,0.1671794181334599,0.24909356061304386,0.6802349009337261,0.24003379725319207,7.7,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,1.3750000000000002,0.1479529096268117,0.15123889040452546,1.0,0.5,0.2109375,0.051163757042678386,0.5082989981642584,0.09582182347097404,0.2992851529211371,0.19898056895182803,0.05263663663663663,0.03956170013768025,0.8444444444444444,0.17777777777777776,0.5739884982553769,nan,nan,nan,nan,8.54518310049179,0.8623873015873015,0.13936531497308846,0.5163012217402879,nan,0.0,nan,0.6,nan,0.0,nan,0.5,0.0,0.0,0.0,2.65329983228432,0.0,0.0,0.6829913513373966,0.43053109177458054,0.1078125,0.026249173267404485,0.12987012987012986,5.218136964344762,0.34,0.42640863537729196,1.5632099070582353,0.24916417688643386,0.48531428571428564,2.3987719928690083,0.0,nan,0.0,nan,0.0,nan,3,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.20816659994661327,6.0,0.0,0.5,0.23570226039551584,nan,nan,nan,nan,nan,0.81,0.029652,0.1462427631473536,1.0,0.0,0.32799999999999996,0.24745187902384666,0.22,0.4047020926357854,0.0,0.0,0.11702499387549087,0.12523186122207794,0.8,0.4690090328903779,0.12299657908104054,0.5,0.5270462766947299,0.0,0.0,nan,nan,nan,nan,2,0.02666666666666667,0.2,1.0,0.0,1.0,0.0,77,74,77,2,0.17873873873873874,nan,10,0.0,0,45,0.6931471805599453,4.812731779823584,0.0,0.5099337748344371,0.30719265765692105,nan,nan,nan,nan,nan,-0.1638716747592315,nan,nan,nan,nan,1.0,0.0,nan,2,0.4140154794680731,0.08034318622574448,nan,0.040802337075360864,0.8485901977307948,1.3078547268763858,0.46608946608946605,0.10820611969820972,0.9,7.5,0.8,0.10666666666666667,0.2511111111111111,0.34590410470193855,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.49986667851746514,0.2225767882512612,0.17777777777777778,0.06575959492214292,0.013333333333333334,0.08559980915473661,2.3931262942750977,0.02309401076758503,nan,4.812370956073094,0.410263589282832,nan,nan,nan,nan,0.6
