did,dataset_name,attr_ent.mean,attr_to_inst,c1,c2,ch,class_conc.mean,class_ent,cls_coef,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,density,eq_num_attr,f3.mean,f4.mean,freq_class.mean,freq_class.sd,gravity,hubs.mean,hubs.sd,impconceptvar.mean,impconceptvar.sd,inst_to_attr,int,iq_range.mean,joint_ent.mean,l1.mean,l2.mean,l3.mean,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,lsc,mad.mean,max.mean,mean.mean,median.mean,min.mean,mut_inf.mean,n1,n3.mean,n3.sd,n4.mean,n4.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_repeated.mean,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,one_itemset.mean,one_itemset.sd,pb,range.mean,sc,sd.mean,sil,sparsity.mean,t1,t2,t3,t4,t_mean.mean,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_shape.mean,tree_shape.sd,var.mean,var_importance.mean,vdb,vdu,wg_dist.mean,wg_dist.sd,f1_score_mean
3,kr-vs-kp,0.579640591763368,0.0228410513141426,0.998575538655458,0.0039403668738726,97.87420600325218,0.0230838309751847,0.998575538655458,0.5219312479377908,138.70724147371715,27.83169575801827,0.4756937596040023,0.0388290237136944,0.8831019212199913,53.79228480474702,0.8172715894868585,0.5669586983729662,0.5,0.0314171348336951,1.0687298192995232,0.7726460931460704,0.2406013604309177,64.806300844806,14.067132938921464,43.78082191780822,4.392348770971126,0.3513513513513513,1.5596525846932623,0.0271802665959354,0.0269086357947434,0.0193992490613266,55,9.10909090909091,3.1953248676935826,0.0181818181818181,0.0443036447483458,18149.00357420357,45089.11478336649,0.5,0.997535346122578,0.0,1.0,0.4879959746981023,0.4864864864864865,0.0,0.0185635457255635,0.2834793491864831,0.1545682102628285,0.3615491378367171,0.4596370463078849,0.4984461548842034,54,0.7297297297297297,0.0168961201501877,3.375,1.3170731707317074,73,73,73,2,3196,0.0,0,48,0.6921598191951595,30.22467013212648,0.5,0.3476861973572683,-0.101195650607001,1.0,0,0.329989948848003,0.0322418309230972,0.4998435054773082,0.3294743429286608,0.023153942428035,0.0075093867334167,0.3243243243243243,0.4862680720344954,8.20183486238532,3.357633140444381,0.054818951315318,0.0539678400213068,0.0952578838935921,0.1295677311925605,0.0135135135135135,5.657983354789459,8.181646443783215e-08,4.046724544941903,0.28379608270165,0.932096689725662
13,breast-cancer,0.5582455775687922,0.1433566433566433,0.8778446951746506,0.2825347499265107,6.212663361474902,0.0165273185599022,0.8778446951746506,0.5648172006069455,25.958697552447557,3.935351860074329,0.40167289145831,0.2008358230049296,0.8748374432584959,74.70820528005221,0.986013986013986,0.9790209790209792,0.5,0.2867985546071311,0.7216067038001697,0.5915320733315604,0.3024905076155916,10.202141608391608,4.963024332904233,6.975609756097561,3.234090001575729,0.2619047619047619,1.4243399610891343,0.1475937579978622,0.2272727272727273,0.2202797202797203,91,10.406593406593409,4.419597824785072,0.0109890109890109,0.0169424862253269,263636.8326299088,790932.2175348634,0.5,0.990989779451318,0.0,1.0,0.2372627372627372,0.1428571428571428,0.0,0.0117503116543082,0.4965034965034965,0.3426573426573426,0.4754299270211117,0.3181818181818182,0.4665869150354483,90,2.142857142857143,0.3146853146853147,4.5,2.647058823529412,41,41,41,2,286,0.0,0,31,0.6084755754298137,46.509001802868056,0.5,0.3573840392345121,-0.1363704805283049,1.0,0,0.3169067028001668,0.034873393520112,0.4982456140350877,0.465034965034965,0.1468531468531468,0.0734265734265734,0.5,0.1778792912513842,9.469613259668508,4.562578993488573,0.0465328582220838,0.0475116562057327,0.0829618082520852,0.1213932266563846,0.0238095238095238,6.224478190323252,0.0,2.9659666290772124,0.2167517660953275,0.6825164899741273
24,mushroom,0.4432225954401138,0.0142786804529788,0.9990678968724604,0.0025804483462421,1031.2710637933742,0.0673549416640329,0.9990678968724604,0.3144093633659661,287.4993114537174,43.80141146530112,0.4379116532599024,0.0390094976796133,0.8521524034731149,18.97345817801977,0.7341211225997046,0.0,0.5,0.0254154579156169,2.2513462813036687,0.7426423560489207,0.2987120690816189,100.1447908973412,19.382510193790647,70.03448275862068,4.984043961632595,0.2327586206896551,1.389634414148086,0.0,0.0,0.0035696701132447,15,4.6,1.5491933384829666,0.0666666666666666,0.1483149355118184,107.37142857142857,81.44584134801664,0.5,0.8762290570747214,0.0,1.0,0.1865439141581351,0.1034482758620689,0.0,0.0526560781644883,0.0027080256031511,0.0,0.0,0.1687592319054653,0.3745621750509524,14,0.1206896551724138,0.001723289020187,2.0,1.1666666666666667,116,115,116,2,8124,23.0,0,89,0.6925010959051001,7.417311180212925,0.5021645021645021,0.3922593770921522,-0.398827238558832,1.0,0,0.2691685845291017,0.1216086821100611,0.5042493218489856,0.0065238798621368,0.0142786804529788,0.0049236829148202,0.3448275862068966,0.1329311759214732,3.793103448275862,1.820112051982899,0.1383826797376064,0.221875,0.1374835115925594,0.0968416426071025,0.0086206896551724,2.7850103134643147,1.94347642950981e-08,4.453884308695412,0.2196231633240911,0.9214527990039928
31,credit-g,0.7360176217059212,0.061,0.8812908992306927,0.2758620689655172,24.48250675535814,0.0248800901645518,0.8812908992306927,0.5975721394413968,54.3925625,7.938076444805825,0.411961580227883,0.1861752405910612,0.8747307307307307,123.3591323151532,0.986,0.976,0.5,0.282842712474619,952.6892119846704,0.7165963521767614,0.2238752351889874,22.1431875,10.318405105131369,16.39344262295082,3058.0317422803805,43.53688524590164,1.6101644134620312,0.1376978499417426,0.2119999999999999,0.158,187,9.802139037433156,2.9161020753564157,0.0053475935828877,0.0106175970838008,62908.35315795316,100542.85609222818,0.5,0.994103,27.03922131147541,305.55737704918033,54.90306557377049,39.13934426229508,4.540983606557377,0.0071441074745824,0.454,0.286,0.452115481274871,0.224,0.4171306725691578,186,3.0491803278688523,0.186,12.4,3.576923076923077,61,55,0,2,1000,0.0,61,42,0.6108643020548935,102.02443297844395,0.4206896551724138,0.3455594400799268,-0.0844834011408693,301.0163934426229,0,47.00667964763606,0.1156310740036545,0.4634020369740464,0.712,0.061,0.001,0.0163934426229508,42.04562841530056,8.831099195710456,3.1928849198023883,0.0731764317800986,0.0321668329085895,0.0471418238713185,130625.05005164184,0.0163934426229508,4.661397997443633,1.091311215713559e-09,3.680219606852697,0.2024296336655216,0.7444895220911353
37,diabetes,2.958105757854844,0.0104166666666666,0.9331343166407832,0.1672466938450829,24.299108056220984,0.0124898169580778,0.9331343166407832,0.4762263891766024,374.9505208333333,17.268788108988737,0.4443778467765442,0.1529369293174352,0.8690311277705345,12.954877983803843,0.9934895833333334,0.9778645833333334,0.5,0.2136051734834362,45.24310842710197,0.7417449325142741,0.2638704384349161,169.6875,54.74741395784561,96.0,145.32696280198326,31.2728125,3.819210502483649,0.1474388209633511,0.2265625,0.1875,129,8.496124031007753,2.0921132819463018,0.0077519379844961,0.0174828179077665,11274.797202797205,16125.788629477887,0.5,0.9893815782335068,15.6168744375,179.19,44.98579117838541,38.3590625,2.63475,0.0720295720119776,0.4361979166666667,0.3020833333333333,0.4594604094843525,0.3307291666666667,0.4707822994652486,128,16.0,0.1666666666666666,9.846153846153848,16.0,8,0,0,2,768,0.0,8,8,0.6467994206632901,40.06793467220582,0.1194029850746268,0.0560510360784545,-0.0904613604109129,176.55525,0,25.733742975451573,0.104260113475586,0.0159229642966279,0.69140625,0.0104166666666666,0.0026041666666666,0.25,40.20920779220779,7.533073929961089,2.455835581766267,0.0858603717351153,0.0439718083817829,0.0578156926290856,1893.0594716960927,0.125,4.427473994795723,3.6778237344316795e-08,0.5780190679561805,0.119676985107382,0.7651578006551634
40,sonar,2.321727773988792,0.2884615384615384,0.9967295890208366,0.0090197883110906,6.004452460055308,0.017159763836213,0.9967295890208366,0.440033935164717,34.96604567307692,6.858366888709751,0.4932137010971633,0.031665484286217,0.8688684503901896,19.48223831357863,0.9471153846153846,0.0,0.5,0.0475937256567868,0.444941571894847,0.7391957463146139,0.3045982862149919,16.93419471153846,3.6462135367727497,3.466666666666667,1.8323418460242704,0.2028825,3.2672964248782974,0.0479920471863541,0.0673076923076922,0.1201923076923077,23,5.043478260869565,1.2960871487802053,0.0434782608695652,0.0870767816306448,188.60952380952372,123.46578296425572,0.5,0.9653984837278108,0.1416303069999999,0.6558233333333333,0.2813212900641026,0.2666125,0.0189433333333333,0.0511609381313306,0.2884615384615384,0.1490384615384615,0.3569855522341231,0.2211538461538461,0.4160251471689218,22,0.3666666666666666,0.1057692307692307,3.142857142857143,1.2941176470588236,60,0,0,2,208,0.0,60,39,0.6908803044104659,44.38086788066496,0.2,0.0033364322998052,-0.0579953831632379,0.63688,0,0.142237827005007,0.0301424569014513,0.000689428857985,0.7403846153846154,0.2884615384615384,0.0817307692307692,0.2833333333333333,0.2719923809523809,4.177777777777778,1.6961036751235687,0.1638416423694214,0.1766304347826087,0.1033158081762929,0.0291331418241863,0.0166666666666666,5.685775044966328,1.3349294736099642e-05,2.1256093129609366,0.3036526010636516,0.6253879776629012
43,haberman,0.684687455280063,0.0457516339869281,0.833764907210665,0.3626062322946175,8.858207359881906,0.0071940551088307,0.833764907210665,0.5341117516048736,82.79084967320262,1.3803235295321965,0.3889919576743744,0.2091947408900633,0.8912889746062359,79.23040505436224,0.9705882352941176,0.9673202614379084,0.5,0.3327561323230812,4.954837350380361,0.4795107709703193,0.333455088752793,32.294117647058826,17.275601520856668,21.857142857142858,16.40167504609279,1.4821428571428572,1.5079290677197548,0.162105972532204,0.2581699346405228,0.2483660130718954,97,10.329896907216495,4.227197775232173,0.0103092783505154,0.02005293332693,387124.5411954402,1520606.9435518142,0.5,0.9849310094408134,0.9531,10.5,4.105975723622782,3.7857142857142856,2.142857142857143,0.0105232947709732,0.5032679738562091,0.3627450980392157,0.4815796892592539,0.2647058823529412,0.4418991188540355,96,6.857142857142857,0.3137254901960784,4.571428571428571,6.857142857142857,14,12,0,2,306,0.0,14,13,0.5779217946828968,64.06398140330128,0.4,0.3842788079767942,-0.0650582075972998,8.357142857142858,0,1.5194723008427875,0.0655678012064548,0.4304720996958124,0.4183006535947712,0.0457516339869281,0.0065359477124183,0.1428571428571428,3.835791925465838,9.38860103626943,4.382645059802043,0.047751187667705,0.0456194041930523,0.0801140846700484,12.094244692412484,0.0714285714285714,4.494967180680432,0.0,1.257171008548887,0.054783046219888,0.7053141923733054
44,spambase,1.1300979537647549,0.0123886111714844,0.9673602371807668,0.0859523036031115,296.2622845662544,0.0477542206694249,0.9673602371807668,0.483476809355323,2207.11492066942,209.83560839675965,0.4764183326481453,0.1020959324056706,0.8272585354790547,12.449912573695514,0.9087154966311672,0.6153010215170616,0.5,0.1498433192038435,321.02410795999555,0.7325635721977737,0.2638264570735019,1057.2555422734188,247.74081092671096,80.71929824561404,486.37881314474095,4.85180701754386,2.0197580278757323,0.069051710976571,0.0660725929145837,0.0326016083460117,298,15.48993288590604,6.986873165334917,0.0033557046979865,0.0143667301595674,1973791492.205044,13453580545.4745,0.5,0.9939964668482292,2.3560074631578947,483.9420701754385,6.150770191072116,1.9994912280701755,0.0526315789473684,0.0777001630697897,0.1614866333405781,0.0880243425342316,0.2833610929053768,0.3644859813084112,0.4813380375365326,297,5.2105263157894735,0.0645511845251032,8.735294117647058,6.061224489795919,57,0,0,2,4601,0.0,57,57,0.6705230209876485,13.544344684961718,0.1986062717770035,0.3057844727656078,-0.0848761298245843,483.8894385964912,0,15.193997694546765,0.1974828583951869,0.0060837971180625,0.3066724625081504,0.0123886111714844,0.0004346881112801,0.0350877192982456,2.5357078798045456,14.51764705882353,7.096563960366523,0.0270661352880171,0.0168425056785688,0.0484831296482965,7134.779356552071,0.0175438596491228,2.041267986171338,0.0,0.526909914235347,0.1932337467245081,0.9126542596257698
50,tic-tac-toe,0.895252780681417,0.0281837160751565,0.9309539862507962,0.1721489743079067,14.65388379934607,0.0142790532762127,0.9309539862507962,0.5889445244854807,71.33905271398747,3.2535872042045493,0.4284908788265827,0.1458780234882565,0.8941717222618526,90.28036850075816,1.0,1.0,0.5,0.2170035424518214,0.631515228218039,0.6342889125063257,0.2870482846802226,31.084159707724424,10.206919000483662,35.48148148148148,3.4557571828480613,0.7857142857142857,1.8158949571588288,0.016421159846504,0.0167014613778705,0.2891440501043841,73,7.602739726027397,2.119615570670234,0.0136986301369863,0.0306573519056294,3944.4871572871575,5455.500806469463,0.5,0.9959139822438012,0.0,1.0,0.3495004473605725,0.0357142857142857,0.0,0.0103118097733836,0.5229645093945721,0.325678496868476,0.4688725767028236,0.2150313152400835,0.4110586646314517,72,2.571428571428572,0.0751565762004175,6.0,3.0,27,27,27,2,958,0.0,0,6,0.6452881308007814,85.81820168872783,0.5,0.1879381558938911,-0.052477271704784,1.0,0,0.4611417605278092,0.0152515714994761,0.4994775339602927,1.0,0.0292275574112734,0.0167014613778705,0.5714285714285714,0.2516121031746032,6.662068965517242,2.447279355776681,0.0878504855987643,0.0677105629280822,0.0796136407743772,0.2138731406332716,0.0357142857142857,7.664954561436417,2.207703663252644e-06,3.0205421281880147,0.0475309151250615,0.9711901186287076
52,trains,0.6802349009337261,7.7,1.0,0.0,1.3750000000000002,0.1479529096268117,1.0,0.5,0.2109375,0.0511637570426783,0.5082989981642584,0.095821823470974,0.8444444444444444,8.54518310049179,0.6,0.0,0.5,0.0,2.65329983228432,0.6829913513373966,0.4305310917745805,0.1078125,0.0262491732674044,0.1298701298701298,5.218136964344762,0.34,1.5632099070582353,0.0,0.0,0.0,3,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.2081665999466132,6.0,0.0,0.5,0.81,0.029652,1.0,0.3279999999999999,0.22,0.0,0.1170249938754908,0.8,0.5,0.5270462766947299,0.0,0.0,2,0.0266666666666666,0.2,1.0,1.0,77,74,77,2,10,0.0,0,45,0.6931471805599453,4.812731779823584,0.5099337748344371,0.307192657656921,-0.1638716747592315,1.0,2,0.4140154794680731,0.0408023370753608,0.466089466089466,0.9,7.5,0.8,0.1066666666666666,0.2511111111111111,1.2,0.8366600265340756,0.3535533905932737,0.5,0.0,0.1777777777777777,0.0133333333333333,2.3931262942750977,0.023094010767585,4.812370956073094,0.410263589282832,0.6
